STATEFIPS,STATE,ZIPCODE,AGI_STUB,Number of Returns,MARS1
13,GA,30291,0,9990,4660
13,GA,30292,0,2390,790
13,GA,30293,0,1220,470
13,GA,30294,0,18780,8160
13,GA,30295,0,1820,640
13,GA,30296,0,12710,5700
13,GA,30297,0,10960,4390
13,GA,30303,0,1450,1070
13,GA,30305,0,12950,8120
13,GA,30306,0,11760,7470
13,GA,30307,0,9610,5740
13,GA,30308,0,9760,7540
13,GA,30309,0,14100,10470
13,GA,30310,0,12080,6690
13,GA,30311,0,14670,7550
13,GA,30312,0,10850,7360
13,GA,30313,0,2210,1540
13,GA,30314,0,7210,4170
13,GA,30315,0,13210,6700
13,GA,30316,0,15830,9370
13,GA,30317,0,6510,3780
13,GA,30318,0,21370,12470
13,GA,30319,0,20140,11220
13,GA,30324,0,15650,10870
13,GA,30326,0,3150,2170
13,GA,30327,0,10890,5070
13,GA,30328,0,17150,8750
13,GA,30329,0,14290,7640
13,GA,30331,0,25270,12110
13,GA,30336,0,700,360
13,GA,30337,0,5150,2630
13,GA,30338,0,16340,7190
13,GA,30339,0,12410,7770
13,GA,30340,0,13940,6510
13,GA,30341,0,15100,7810
13,GA,30342,0,14650,7470
13,GA,30344,0,14660,7600
13,GA,30345,0,12000,6010
13,GA,30346,0,3120,1980
13,GA,30349,0,33730,15700
13,GA,30350,0,17500,9570
13,GA,30354,0,6790,3160
13,GA,30360,0,7140,3100
13,GA,30363,0,1640,1190
13,GA,30401,0,5120,1790
13,GA,30410,0,620,240
13,GA,30411,0,900,340
13,GA,30413,0,650,240
13,GA,30415,0,2900,1040
13,GA,30417,0,3760,1360
13,GA,30420,0,680,260
13,GA,30421,0,1160,440
13,GA,30425,0,520,180
13,GA,30426,0,350,120
13,GA,30427,0,4250,1440
13,GA,30428,0,830,270
13,GA,30434,0,2200,830
13,GA,30436,0,4420,1550
13,GA,30439,0,3640,1320
13,GA,30441,0,820,280
13,GA,30442,0,2910,1070
13,GA,30445,0,1030,350
13,GA,30446,0,600,220
13,GA,30450,0,1040,380
13,GA,30452,0,660,260
13,GA,30453,0,2330,760
13,GA,30454,0,240,80
13,GA,30455,0,260,100
13,GA,30456,0,790,300
13,GA,30457,0,2120,720
13,GA,30458,0,12270,6090
13,GA,30461,0,5570,2150
13,GA,30467,0,4680,1800
13,GA,30470,0,330,110
13,GA,30471,0,1600,540
13,GA,30473,0,1010,350
13,GA,30474,0,5990,2220
13,GA,30477,0,1330,440
13,GA,30501,0,11490,4530
13,GA,30504,0,10820,4030
13,GA,30506,0,18380,7030
13,GA,30507,0,11330,3920
13,GA,30510,0,2560,940
13,GA,30511,0,1500,520
13,GA,30512,0,6990,2560
13,GA,30513,0,4440,1680
13,GA,30516,0,770,260
13,GA,30517,0,5490,1970
13,GA,30518,0,20640,7970
13,GA,30519,0,19030,7390
13,GA,30520,0,1670,590
13,GA,30521,0,1980,690
13,GA,30522,0,500,220
13,GA,30523,0,5250,1950
13,GA,30525,0,3460,1430
13,GA,30527,0,1700,630
13,GA,30528,0,8870,3310
13,GA,30529,0,4570,1760
13,GA,30530,0,2370,860
13,GA,30531,0,4450,1570
13,GA,30533,0,9500,3890
13,GA,30534,0,11350,4490
13,GA,30535,0,2890,1140
13,GA,30536,0,2860,1020
13,GA,30537,0,520,200
13,GA,30538,0,1230,450
13,GA,30540,0,7120,2660
13,GA,30541,0,720,250
13,GA,30542,0,15080,6060
13,GA,30543,0,1810,650
13,GA,30545,0,510,250
13,GA,30546,0,3030,1160
13,GA,30547,0,1390,510
13,GA,30548,0,7600,2600
13,GA,30549,0,9300,3230
13,GA,30552,0,640,270
13,GA,30553,0,2940,1100
13,GA,30554,0,3200,1160
13,GA,30555,0,910,360
13,GA,30557,0,1850,660
13,GA,30558,0,2050,760
13,GA,30559,0,1590,560
13,GA,30560,0,1720,640
13,GA,30563,0,2120,750
13,GA,30564,0,2020,790
13,GA,30565,0,1940,780
13,GA,30566,0,3920,1760
13,GA,30567,0,1360,490
13,GA,30568,0,790,300
13,GA,30571,0,1280,450
13,GA,30572,0,420,160
13,GA,30575,0,620,210
13,GA,30576,0,990,390
13,GA,30577,0,8260,3120
13,GA,30582,0,1920,720
13,GA,30601,0,7610,3730
13,GA,30605,0,13670,7420
13,GA,30606,0,16700,8240
13,GA,30607,0,4520,1690
13,GA,30619,0,640,250
13,GA,30620,0,5190,1900
13,GA,30621,0,1990,670
13,GA,30622,0,4660,1740
13,GA,30624,0,1070,360
13,GA,30625,0,960,360
13,GA,30627,0,850,300
13,GA,30628,0,2650,940
13,GA,30629,0,1820,680
13,GA,30630,0,1000,390
13,GA,30631,0,640,270
13,GA,30633,0,3220,1200
13,GA,30634,0,910,320
13,GA,30635,0,6200,2220
13,GA,30641,0,700,250
13,GA,30642,0,5130,1670
13,GA,30643,0,6490,2520
13,GA,30646,0,2850,1030
13,GA,30648,0,1060,390
13,GA,30650,0,5400,2100
13,GA,30655,0,10010,3660
13,GA,30656,0,6680,2360
13,GA,30660,0,400,140
13,GA,30662,0,3100,1130
13,GA,30663,0,1260,460
13,GA,30666,0,3610,1320
13,GA,30667,0,340,140
13,GA,30668,0,690,250
13,GA,30669,0,1230,450
13,GA,30673,0,2990,1080
13,GA,30677,0,7640,2830
13,GA,30678,0,510,190
13,GA,30680,0,16690,6610
13,GA,30683,0,3090,1290
13,GA,30701,0,15520,5220
13,GA,30705,0,12050,4180
13,GA,30707,0,6160,2230
13,GA,30708,0,140,60
13,GA,30710,0,2570,920
13,GA,30711,0,1320,460
13,GA,30720,0,10510,4270
13,GA,30721,0,20110,7310
13,GA,30725,0,1850,670
13,GA,30728,0,6910,2530
13,GA,30730,0,740,260
13,GA,30731,0,880,310
13,GA,30733,0,760,280
13,GA,30734,0,1150,400
13,GA,30735,0,2420,810
13,GA,30736,0,16810,5990
13,GA,30738,0,1430,520
13,GA,30739,0,2170,780
13,GA,30740,0,3700,1340
13,GA,30741,0,11110,4690
13,GA,30742,0,2990,1340
13,GA,30746,0,550,190
13,GA,30747,0,5620,2110
13,GA,30750,0,1280,510
13,GA,30752,0,3670,1440
13,GA,30753,0,2630,900
13,GA,30755,0,3630,1260
13,GA,30757,0,640,260
13,GA,30802,0,2620,950
13,GA,30803,0,330,140
13,GA,30805,0,1070,420
13,GA,30808,0,1740,600
13,GA,30809,0,19070,6830
13,GA,30810,0,730,240
13,GA,30813,0,15130,5210
13,GA,30814,0,3660,1380
13,GA,30815,0,16860,6280
13,GA,30816,0,730,290
13,GA,30817,0,3040,1120
13,GA,30818,0,220,80
13,GA,30820,0,440,170
13,GA,30821,0,360,130
13,GA,30823,0,640,260
13,GA,30824,0,7120,2750
13,GA,30828,0,1610,630
13,GA,30830,0,5610,2100
13,GA,30833,0,1730,650
13,GA,30901,0,5500,2610
13,GA,30904,0,10060,5020
13,GA,30905,0,2010,950
13,GA,30906,0,24130,9980
13,GA,30907,0,22940,9580
13,GA,30909,0,20660,10070
13,GA,31001,0,890,300
13,GA,31002,0,1040,360
13,GA,31005,0,7690,2700
13,GA,31006,0,1700,560
13,GA,31007,0,330,130
13,GA,31008,0,8740,3320
13,GA,31009,0,470,170
13,GA,31011,0,340,110
13,GA,31012,0,450,150
13,GA,31014,0,4840,1720
13,GA,31015,0,7350,2890
13,GA,31016,0,660,270
13,GA,31017,0,790,290
13,GA,31018,0,510,190
13,GA,31019,0,930,300
13,GA,31020,0,850,350
13,GA,31021,0,10770,4160
13,GA,31022,0,670,250
13,GA,31023,0,5380,2010
13,GA,31024,0,8460,3070
13,GA,31025,0,590,220
13,GA,31027,0,3860,1370
13,GA,31028,0,2880,1150
13,GA,31029,0,6510,2490
13,GA,31030,0,6770,2930
13,GA,31031,0,2530,950
13,GA,31032,0,5850,2100
13,GA,31033,0,930,340
13,GA,31035,0,440,170
13,GA,31036,0,4010,1420
13,GA,31037,0,1100,400
13,GA,31038,0,350,120
13,GA,31041,0,260,80
13,GA,31042,0,820,320
13,GA,31044,0,1240,450
13,GA,31046,0,1460,560
13,GA,31047,0,5560,1930
13,GA,31049,0,620,220
13,GA,31050,0,290,110
13,GA,31052,0,4010,1460
13,GA,31054,0,700,250
13,GA,31055,0,1760,650
13,GA,31057,0,700,240
13,GA,31058,0,590,190
13,GA,31060,0,570,210
13,GA,31061,0,14820,6080
13,GA,31063,0,2100,820
13,GA,31064,0,3710,1410
13,GA,31065,0,490,170
13,GA,31066,0,490,200
13,GA,31068,0,1270,470
13,GA,31069,0,8390,3210
13,GA,31070,0,290,110
13,GA,31071,0,460,150
13,GA,31072,0,500,180
13,GA,31075,0,990,350
13,GA,31076,0,1210,480
13,GA,31077,0,410,150
13,GA,31078,0,1400,510
13,GA,31079,0,1080,350
13,GA,31082,0,4370,1710
13,GA,31085,0,410,150
13,GA,31087,0,3180,1210
13,GA,31088,0,24060,9790
13,GA,31089,0,1840,680
13,GA,31090,0,380,140
13,GA,31091,0,1110,430
13,GA,31092,0,2220,780
13,GA,31093,0,12020,4910
13,GA,31094,0,480,180
13,GA,31096,0,2210,770
13,GA,31097,0,530,190
13,GA,31098,0,1320,640
13,GA,31201,0,2860,1480
13,GA,31204,0,12790,5840
13,GA,31206,0,10540,4340
13,GA,31210,0,15050,6600
13,GA,31211,0,6770,2890
13,GA,31216,0,6920,2720
13,GA,31217,0,7160,2810
13,GA,31220,0,6350,2630
13,GA,31301,0,1500,540
13,GA,31302,0,3420,1340
13,GA,31303,0,920,370
13,GA,31305,0,2170,900
13,GA,31308,0,3140,1110
13,GA,31309,0,390,150
13,GA,31312,0,7510,2630
13,GA,31313,0,15810,5650
13,GA,31315,0,3300,720
13,GA,31316,0,3800,1170
13,GA,31320,0,3970,1570
13,GA,31321,0,2630,930
13,GA,31322,0,13090,5410
13,GA,31323,0,750,320
13,GA,31324,0,10970,3580
13,GA,31326,0,9020,3360
13,GA,31328,0,1780,910
13,GA,31329,0,3490,1360
13,GA,31331,0,2090,760
13,GA,31401,0,7560,4710
13,GA,31404,0,13270,6500
13,GA,31405,0,15100,6830
13,GA,31406,0,15740,7240
13,GA,31407,0,3710,1590
13,GA,31408,0,4410,1790
13,GA,31410,0,11360,5100
13,GA,31411,0,4260,1340
13,GA,31415,0,5010,2310
13,GA,31419,0,23520,10650
13,GA,31501,0,5410,2300
13,GA,31503,0,7750,2860
13,GA,31510,0,3670,1270
13,GA,31512,0,770,300
13,GA,31513,0,5600,1880
13,GA,31516,0,5810,2010
13,GA,31518,0,270,90
13,GA,31519,0,1360,480
13,GA,31520,0,8580,3800
13,GA,31522,0,7830,3700
13,GA,31523,0,5910,2170
13,GA,31525,0,12210,5120
13,GA,31527,0,390,160
13,GA,31532,0,260,80
13,GA,31533,0,5920,2370
13,GA,31535,0,4240,1400
13,GA,31537,0,2980,1060
13,GA,31539,0,5200,1670
13,GA,31542,0,940,310
13,GA,31543,0,1670,580
13,GA,31544,0,230,60
13,GA,31545,0,5890,2010
13,GA,31546,0,2240,780
13,GA,31548,0,8550,3120
13,GA,31549,0,640,220
13,GA,31550,0,320,90
13,GA,31551,0,330,120
13,GA,31552,0,370,140
13,GA,31553,0,1800,670
13,GA,31554,0,1970,680
13,GA,31555,0,1090,370
13,GA,31557,0,1170,410
13,GA,31558,0,8340,2980
13,GA,31560,0,1010,340
13,GA,31561,0,220,70
13,GA,31562,0,550,180
13,GA,31563,0,520,160
13,GA,31565,0,820,330
13,GA,31566,0,1210,440
13,GA,31567,0,320,120
13,GA,31568,0,420,140
13,GA,31569,0,2220,810
13,GA,31601,0,11670,5190
13,GA,31602,0,13540,6370
13,GA,31605,0,8990,3440
13,GA,31606,0,1540,520
13,GA,31620,0,3950,1400
13,GA,31622,0,720,250
13,GA,31624,0,470,150
13,GA,31625,0,440,180
13,GA,31626,0,1350,510
13,GA,31629,0,360,150
13,GA,31630,0,170,70
13,GA,31631,0,180,50
13,GA,31632,0,4640,1590
13,GA,31634,0,2100,700
13,GA,31635,0,2170,720
13,GA,31636,0,3940,1380
13,GA,31637,0,1050,390
13,GA,31638,0,390,160
13,GA,31639,0,3660,1380
13,GA,31641,0,760,270
13,GA,31642,0,1820,570
13,GA,31643,0,3310,1290
13,GA,31645,0,1750,630
13,GA,31647,0,1300,480
13,GA,31648,0,360,120
13,GA,31649,0,260,90
13,GA,31650,0,1130,370
13,GA,31701,0,7360,3010
13,GA,31705,0,12170,4690
13,GA,31707,0,10680,4970
13,GA,31709,0,6550,2570
13,GA,31711,0,320,130
13,GA,31712,0,440,160
13,GA,31714,0,2520,950
13,GA,31716,0,1140,410
13,GA,31719,0,3540,1300
13,GA,31721,0,8860,3360
13,GA,31730,0,3770,1370
13,GA,31733,0,630,220
13,GA,31735,0,320,110
13,GA,31738,0,860,320
13,GA,31743,0,240,80
13,GA,31744,0,1250,430
13,GA,31749,0,890,350
13,GA,31750,0,7160,2590
13,GA,31756,0,390,140
13,GA,31757,0,4240,1520
13,GA,31763,0,10800,3730
13,GA,31764,0,520,190
13,GA,31765,0,940,310
13,GA,31768,0,8110,2880
13,GA,31771,0,1990,600
13,GA,31772,0,200,70
13,GA,31773,0,1520,550
13,GA,31774,0,2410,950
13,GA,31775,0,1160,420
13,GA,31778,0,960,340
13,GA,31779,0,2990,1080
13,GA,31780,0,790,280
13,GA,31781,0,610,220
13,GA,31783,0,410,140
13,GA,31784,0,320,120
13,GA,31787,0,590,220
13,GA,31788,0,3530,1150
13,GA,31789,0,570,200
13,GA,31790,0,740,260
13,GA,31791,0,5020,1860
13,GA,31792,0,9190,3860
13,GA,31793,0,4140,1580
13,GA,31794,0,10550,4500
13,GA,31795,0,900,360
13,GA,31796,0,430,190
13,GA,31798,0,460,170
13,GA,31801,0,1130,410
13,GA,31803,0,1910,660
13,GA,31804,0,2550,920
13,GA,31805,0,1190,470
13,GA,31806,0,1610,530
13,GA,31807,0,1170,380
13,GA,31808,0,3500,1220
13,GA,31811,0,2100,810
13,GA,31812,0,210,90
13,GA,31815,0,830,320
13,GA,31816,0,2230,900
13,GA,31820,0,4740,1510
13,GA,31822,0,2450,970
13,GA,31823,0,330,150
13,GA,31824,0,630,210
13,GA,31825,0,880,340
13,GA,31826,0,840,330
13,GA,31827,0,800,300
13,GA,31829,0,670,230
13,GA,31830,0,920,380
13,GA,31831,0,1380,540
13,GA,31833,0,3220,1430
13,GA,31836,0,420,160
13,GA,31901,0,3000,1670
13,GA,31903,0,8970,3870
13,GA,31904,0,14840,6730
13,GA,31905,0,4190,1360
13,GA,31906,0,10450,5060
13,GA,31907,0,26470,12210
13,GA,31909,0,16970,7370
13,GA,39813,0,770,270
13,GA,39815,0,640,250
13,GA,39817,0,3940,1420
13,GA,39819,0,3960,1440
13,GA,39823,0,3370,1270
13,GA,39824,0,160,60
13,GA,39825,0,550,210
13,GA,39826,0,270,110
13,GA,39827,0,1460,520
13,GA,39828,0,5960,2070
13,GA,39834,0,860,310
13,GA,39836,0,160,60
13,GA,39837,0,2240,750
13,GA,39840,0,1870,710
13,GA,39841,0,320,110
13,GA,39842,0,3300,1310
13,GA,39845,0,3130,1100
13,GA,39846,0,790,280
13,GA,39851,0,810,270
13,GA,39854,0,840,300
13,GA,39859,0,480,160
13,GA,39861,0,310,120
13,GA,39862,0,530,210
13,GA,39866,0,210,80
13,GA,39867,0,160,60
13,GA,39870,0,810,310
13,GA,39877,0,170,70
13,GA,39886,0,630,270
13,GA,39897,0,1330,480
13,GA,99999,0,70120,34370
15,HI,0,0,662730,328070
15,HI,96701,0,21360,10820
15,HI,96704,0,2160,1030
15,HI,96706,0,30070,12520
15,HI,96707,0,18460,7900
15,HI,96708,0,3810,1980
15,HI,96712,0,3440,1780
15,HI,96713,0,820,430
15,HI,96717,0,1880,820
15,HI,96720,0,21740,10590
15,HI,96722,0,1090,480
15,HI,96725,0,1440,700
15,HI,96727,0,2330,1060
15,HI,96730,0,720,320
15,HI,96731,0,1330,570
15,HI,96732,0,10770,4990
15,HI,96734,0,23390,10600
15,HI,96738,0,3100,1350
15,HI,96740,0,12550,5990
15,HI,96741,0,2300,1050
15,HI,96743,0,5800,2650
15,HI,96744,0,27760,13680
15,HI,96746,0,8480,4190
15,HI,96748,0,2000,860
15,HI,96749,0,6180,2660
15,HI,96750,0,2640,1280
15,HI,96753,0,12780,6760
15,HI,96754,0,1900,1020
15,HI,96756,0,2580,1320
15,HI,96760,0,1260,570
15,HI,96761,0,11010,5860
15,HI,96762,0,2350,1210
15,HI,96766,0,8120,3920
15,HI,96768,0,7830,3850
15,HI,96771,0,1550,720
15,HI,96778,0,4870,2440
15,HI,96779,0,2030,1170
15,HI,96781,0,770,380
15,HI,96782,0,18760,9090
15,HI,96783,0,920,440
15,HI,96786,0,17860,6990
15,HI,96789,0,26290,11600
15,HI,96790,0,3660,1750
15,HI,96791,0,3760,1840
15,HI,96792,0,19460,8690
15,HI,96793,0,14140,6870
15,HI,96795,0,4650,2320
15,HI,96797,0,35840,16460
15,HI,96813,0,12370,7320
15,HI,96814,0,10680,6560
15,HI,96815,0,15660,9870
15,HI,96816,0,26560,15320
15,HI,96817,0,27910,14990
15,HI,96818,0,22210,8510
15,HI,96819,0,23770,11620
15,HI,96821,0,9820,4840
15,HI,96822,0,21690,12910
15,HI,96825,0,15280,6870
15,HI,96826,0,15550,9820
15,HI,99999,0,43360,23940
16,ID,0,0,677600,280110
16,ID,83201,0,14870,6570
16,ID,83202,0,8200,3170
16,ID,83204,0,7200,3280
16,ID,83210,0,1330,420
16,ID,83211,0,2610,910
16,ID,83213,0,570,240
16,ID,83214,0,230,70
16,ID,83217,0,300,100
16,ID,83221,0,10300,3880
16,ID,83226,0,1030,400
16,ID,83228,0,190,50
16,ID,83232,0,200,70
16,ID,83234,0,430,150
16,ID,83236,0,880,290
16,ID,83237,0,490,140
16,ID,83241,0,720,200
16,ID,83244,0,120,40
16,ID,83245,0,930,310
16,ID,83246,0,450,180
16,ID,83250,0,650,230
16,ID,83251,0,450,190
16,ID,83252,0,1570,600
16,ID,83254,0,1480,600
16,ID,83255,0,380,110
16,ID,83262,0,560,200
16,ID,83263,0,3460,1190
16,ID,83271,0,190,60
16,ID,83274,0,3760,1320
16,ID,83276,0,1710,650
16,ID,83278,0,170,100
16,ID,83286,0,440,120
16,ID,83287,0,90,30
16,ID,83301,0,22330,9580
16,ID,83311,0,240,80
16,ID,83313,0,1330,600
16,ID,83314,0,320,120
16,ID,83316,0,3930,1450
16,ID,83318,0,6990,2470
16,ID,83320,0,380,130
16,ID,83321,0,240,90
16,ID,83323,0,770,230
16,ID,83324,0,230,60
16,ID,83325,0,420,150
16,ID,83327,0,370,140
16,ID,83328,0,2350,890
16,ID,83330,0,2630,1030
16,ID,83332,0,980,400
16,ID,83333,0,4570,1890
16,ID,83334,0,830,340
16,ID,83335,0,760,270
16,ID,83336,0,2200,840
16,ID,83338,0,7980,2760
16,ID,83340,0,3530,1890
16,ID,83341,0,2910,1000
16,ID,83342,0,420,120
16,ID,83344,0,400,130
16,ID,83346,0,650,200
16,ID,83347,0,1350,490
16,ID,83349,0,390,140
16,ID,83350,0,5080,1850
16,ID,83352,0,1370,530
16,ID,83355,0,2110,700
16,ID,83401,0,15200,5730
16,ID,83402,0,10690,4410
16,ID,83404,0,9730,3820
16,ID,83406,0,6190,2310
16,ID,83420,0,1040,410
16,ID,83422,0,1740,800
16,ID,83423,0,300,100
16,ID,83425,0,200,60
16,ID,83427,0,780,250
16,ID,83428,0,190,80
16,ID,83429,0,410,180
16,ID,83431,0,350,130
16,ID,83434,0,710,270
16,ID,83435,0,200,80
16,ID,83436,0,230,70
16,ID,83440,0,10570,3730
16,ID,83442,0,7110,2240
16,ID,83443,0,550,210
16,ID,83444,0,500,160
16,ID,83445,0,2640,960
16,ID,83448,0,920,290
16,ID,83449,0,130,60
16,ID,83450,0,410,130
16,ID,83451,0,350,130
16,ID,83452,0,550,210
16,ID,83455,0,1850,840
16,ID,83462,0,200,70
16,ID,83464,0,120,50
16,ID,83466,0,170,80
16,ID,83467,0,2620,1110
16,ID,83501,0,15900,7380
16,ID,83522,0,820,360
16,ID,83523,0,320,120
16,ID,83524,0,440,180
16,ID,83525,0,140,80
16,ID,83526,0,120,60
16,ID,83530,0,2340,950
16,ID,83535,0,470,170
16,ID,83536,0,1490,530
16,ID,83537,0,490,210
16,ID,83539,0,760,270
16,ID,83540,0,890,340
16,ID,83541,0,410,140
16,ID,83543,0,310,140
16,ID,83544,0,2390,1000
16,ID,83545,0,210,80
16,ID,83546,0,230,90
16,ID,83549,0,360,160
16,ID,83552,0,390,150
16,ID,83553,0,380,140
16,ID,83554,0,250,90
16,ID,83555,0,190,80
16,ID,83604,0,270,90
16,ID,83605,0,12740,4950
16,ID,83607,0,11000,3930
16,ID,83610,0,390,130
16,ID,83611,0,980,380
16,ID,83612,0,690,260
16,ID,83615,0,610,240
16,ID,83616,0,10830,3890
16,ID,83617,0,6430,2450
16,ID,83619,0,3140,1220
16,ID,83622,0,760,310
16,ID,83623,0,610,220
16,ID,83624,0,470,190
16,ID,83626,0,530,170
16,ID,83627,0,280,100
16,ID,83628,0,1730,600
16,ID,83629,0,710,270
16,ID,83631,0,480,210
16,ID,83632,0,110,50
16,ID,83633,0,140,50
16,ID,83634,0,8360,2960
16,ID,83638,0,3050,1380
16,ID,83639,0,1250,430
16,ID,83641,0,1290,420
16,ID,83642,0,17130,6670
16,ID,83644,0,4360,1510
16,ID,83645,0,250,100
16,ID,83646,0,21580,7670
16,ID,83647,0,8600,3370
16,ID,83648,0,1070,410
16,ID,83650,0,160,50
16,ID,83651,0,11820,4660
16,ID,83654,0,680,260
16,ID,83655,0,1760,640
16,ID,83660,0,2290,790
16,ID,83661,0,3980,1570
16,ID,83669,0,3800,1220
16,ID,83670,0,200,80
16,ID,83672,0,3320,1280
16,ID,83676,0,1620,560
16,ID,83686,0,18810,6940
16,ID,83687,0,12070,4520
16,ID,83702,0,10950,6220
16,ID,83703,0,8050,4120
16,ID,83704,0,18350,9280
16,ID,83705,0,13300,7610
16,ID,83706,0,14310,8300
16,ID,83709,0,23990,9910
16,ID,83712,0,4050,2020
16,ID,83713,0,12930,5540
16,ID,83714,0,10090,4540
16,ID,83716,0,7100,2720
16,ID,83801,0,2580,960
16,ID,83803,0,320,130
16,ID,83804,0,520,180
16,ID,83805,0,3350,1320
16,ID,83809,0,200,70
16,ID,83810,0,480,180
16,ID,83811,0,540,210
16,ID,83813,0,490,190
16,ID,83814,0,11040,5730
16,ID,83815,0,14800,6690
16,ID,83821,0,140,50
16,ID,83822,0,600,230
16,ID,83823,0,590,240
16,ID,83824,0,110,40
16,ID,83830,0,260,90
16,ID,83832,0,700,270
16,ID,83833,0,590,240
16,ID,83835,0,10260,4190
16,ID,83836,0,490,190
16,ID,83837,0,1290,590
16,ID,83839,0,530,210
16,ID,83843,0,10550,5560
16,ID,83845,0,570,220
16,ID,83846,0,300,130
16,ID,83847,0,650,240
16,ID,83848,0,100,40
16,ID,83850,0,970,390
16,ID,83851,0,700,300
16,ID,83852,0,770,360
16,ID,83854,0,16540,6920
16,ID,83855,0,940,380
16,ID,83856,0,2340,890
16,ID,83857,0,330,140
16,ID,83858,0,6150,2390
16,ID,83860,0,2630,1010
16,ID,83861,0,2640,1050
16,ID,83864,0,7800,3430
16,ID,83868,0,370,170
16,ID,83869,0,1730,610
16,ID,83870,0,120,50
16,ID,83871,0,890,330
16,ID,83872,0,310,120
16,ID,83873,0,630,270
16,ID,83876,0,650,250
16,ID,99999,0,16150,7560
17,IL,0,0,6022380,2823710
17,IL,60002,0,11610,5240
17,IL,60004,0,26790,12460
17,IL,60005,0,15610,7820
17,IL,60007,0,18560,9370
17,IL,60008,0,11530,5650
17,IL,60010,0,21400,8930
17,IL,60012,0,5220,2170
17,IL,60013,0,13030,5800
17,IL,60014,0,23950,10680
17,IL,60015,0,13380,5820
17,IL,60016,0,31690,15890
17,IL,60018,0,15030,7040
17,IL,60020,0,4910,2590
17,IL,60021,0,2740,1270
17,IL,60022,0,3870,1580
17,IL,60025,0,20200,9270
17,IL,60026,0,6600,2850
17,IL,60030,0,18090,8250
17,IL,60031,0,18960,8720
17,IL,60033,0,6350,2590
17,IL,60034,0,970,440
17,IL,60035,0,15170,6510
17,IL,60040,0,2520,1150
17,IL,60041,0,4820,2370
17,IL,60042,0,4330,2140
17,IL,60043,0,1160,500
17,IL,60044,0,4860,2240
17,IL,60045,0,10120,4420
17,IL,60046,0,16740,7280
17,IL,60047,0,20120,8210
17,IL,60048,0,14430,6350
17,IL,60050,0,15500,7160
17,IL,60051,0,12570,5890
17,IL,60053,0,12090,5520
17,IL,60056,0,29110,12800
17,IL,60060,0,18800,8270
17,IL,60061,0,12620,5520
17,IL,60062,0,20930,9280
17,IL,60064,0,6720,2850
17,IL,60067,0,20460,10090
17,IL,60068,0,19250,9020
17,IL,60069,0,4340,1920
17,IL,60070,0,8110,3580
17,IL,60071,0,1910,920
17,IL,60072,0,490,210
17,IL,60073,0,26670,10760
17,IL,60074,0,19320,9110
17,IL,60076,0,16730,7580
17,IL,60077,0,13630,6610
17,IL,60081,0,4810,2050
17,IL,60083,0,4820,2090
17,IL,60084,0,8610,3870
17,IL,60085,0,31230,12220
17,IL,60087,0,13320,5800
17,IL,60088,0,1930,1040
17,IL,60089,0,21680,9990
17,IL,60090,0,19950,9380
17,IL,60091,0,13100,5580
17,IL,60093,0,9540,4230
17,IL,60096,0,3470,1580
17,IL,60097,0,5210,2450
17,IL,60098,0,15500,6980
17,IL,60099,0,14060,6160
17,IL,60101,0,18760,7970
17,IL,60102,0,15600,6910
17,IL,60103,0,20290,8760
17,IL,60104,0,9460,4220
17,IL,60106,0,10250,4630
17,IL,60107,0,19690,8870
17,IL,60108,0,11600,5640
17,IL,60110,0,17320,6660
17,IL,60111,0,140,60
17,IL,60112,0,2110,880
17,IL,60115,0,16660,8750
17,IL,60118,0,8290,3840
17,IL,60119,0,4920,2140
17,IL,60120,0,23930,10050
17,IL,60123,0,22530,10280
17,IL,60124,0,9980,3770
17,IL,60126,0,22090,10120
17,IL,60129,0,100,40
17,IL,60130,0,7720,4610
17,IL,60131,0,9150,4260
17,IL,60133,0,18020,7500
17,IL,60134,0,14180,6030
17,IL,60135,0,3450,1480
17,IL,60136,0,3230,1160
17,IL,60137,0,18730,8520
17,IL,60139,0,16360,7350
17,IL,60140,0,7440,3000
17,IL,60142,0,13390,5360
17,IL,60143,0,5570,2600
17,IL,60145,0,1190,490
17,IL,60146,0,1220,500
17,IL,60148,0,26810,13460
17,IL,60150,0,850,380
17,IL,60151,0,1990,920
17,IL,60152,0,6160,2780
17,IL,60153,0,10700,4530
17,IL,60154,0,9090,4490
17,IL,60155,0,4290,2110
17,IL,60156,0,13330,5650
17,IL,60157,0,1310,610
17,IL,60160,0,11010,4530
17,IL,60162,0,4100,1990
17,IL,60163,0,2730,1270
17,IL,60164,0,10650,4870
17,IL,60165,0,1930,690
17,IL,60169,0,16800,7910
17,IL,60171,0,5410,2760
17,IL,60172,0,12950,6250
17,IL,60173,0,7040,3740
17,IL,60174,0,16030,7610
17,IL,60175,0,11320,4460
17,IL,60176,0,6320,3180
17,IL,60177,0,10510,4480
17,IL,60178,0,10940,5120
17,IL,60180,0,820,360
17,IL,60181,0,15150,7500
17,IL,60184,0,1260,580
17,IL,60185,0,16740,6690
17,IL,60187,0,12930,6040
17,IL,60188,0,22020,10380
17,IL,60189,0,15720,7470
17,IL,60190,0,5870,2690
17,IL,60191,0,7690,3750
17,IL,60192,0,7540,2980
17,IL,60193,0,20810,10210
17,IL,60194,0,10220,5010
17,IL,60195,0,2760,1460
17,IL,60201,0,17470,9180
17,IL,60202,0,16220,8390
17,IL,60203,0,2170,980
17,IL,60301,0,1260,760
17,IL,60302,0,16030,8050
